"","gene_short_name","P0","P4","P7","Ad"
"1","0610005C13Rik",0.5580115,0.710306,0.379772,0.2621205
"2","0610007C21Rik",44.1345,37.41465,35.04205,32.71245
"3","0610007L01Rik",13.99575,15.0268,15.07435,14.81135
"4","0610007N19Rik",5.48265,5.745995,6.12204,3.666115
"5","0610007P08Rik",8.55663,6.946165,5.271535,4.266265
"6","0610007P14Rik",13.5456,11.109315,6.71544,4.75302
"7","0610007P22Rik",6.531745,6.12316,4.97066,3.844335
"8","0610008F07Rik",0,0,0,0
"9","0610009B14Rik",0,0,0,0
"10","0610009B22Rik",13.47665,13.3891,17.74755,18.7207
"11","0610009D07Rik",22.41445,26.3263,20.77315,15.71895
"12","0610009L18Rik",6.662385,4.019575,5.61681,7.874
"13","0610009O20Rik",28.7411,30.36145,29.96665,39.0417
"14","0610010F05Rik",5.86201,8.939945,7.63546,5.671695
"15","0610010O12Rik",23.7228,28.0031,28.52895,43.20895
"16","0610011F06Rik",7.202225,5.430905,4.65494,5.739945
"17","0610011L14Rik",5.47002,5.32887,5.140365,5.73382
"18","0610012D04Rik",0.0984785,0.140932,0.102143,0.356077
"19","0610012G03Rik",27.9442,33.88825,32.7312,35.71085
"20","0610012H03Rik",1.5015525,0.07658095,0.0744925,0.0542785
"21","0610025J13Rik",0.1439499,0.7394395,0.796028,0.419211
"22","0610030E20Rik",5.502455,5.59151,5.70949,3.953595
"23","0610031J06Rik",33.27205,35.9101,36.98625,25.9903
"24","0610037L13Rik",29.51345,32.2621,28.40475,22.9391
"25","0610037P05Rik",26.0012,38.6869,43.628,44.07825
"26","0610038L08Rik",0.3769612,0.0513362,0.1953865,0.1397814
"27","0610039K10Rik",1.6052395,0.7767395,0.9215155,0.3122895
"28","0610040B09Rik",0,0,0.051065,0
"29","0610040B10Rik",3.613385,2.165235,2.4143,2.62828
"30","0610040F04Rik",0.1769038,0.0177946,0.02362505,0.0152357
"31","0610040J01Rik",0.287745,0.0752955,0.12487275,0.329449
"32","0610043K17Rik",0.3254681,0.1550525,0.04666675,0.1163603
"33","0910001L09Rik",29.3036,34.191,33.58975,29.91075
"34","1010001B22Rik",0.7057245,1.0287885,0.8147295,0.3900005
"35","1010001N08Rik",26.7641,9.624805,7.115445,4.920455
"36","1100001G20Rik",0.298982,0,0.129922,0.438423
"37","1110001A16Rik",4.83495,4.61222,5.01176,6.81681
"38","1110001J03Rik",89.14335,91.82105,90.0377,140.2015
"39","1110002B05Rik",30.88765,35.96365,32.7401,27.0379
"40","1110002E22Rik",20.65055,23.84255,21.3718,17.8719
"41","1110002J07Rik",0.4140535,0.335728,0.2926655,0.09041875
"42","1110002L01Rik",4.517395,4.333865,2.9114,2.464495
"43","1110002N22Rik",10.3462,9.12643,10.088895,14.3015
"44","1110003E01Rik",25.44585,27.5815,28.6257,30.9105
"45","1110004E09Rik",15.8274,14.0767,12.0165,12.50385
"46","1110004F10Rik",42.4613,41.82805,37.6774,24.67725
"47","1110006G14Rik",0.12545895,0.835255,1.0090215,1.085094
"48","1110007C09Rik",45.48245,39.02215,30.1499,49.87925
"49","1110008E08Rik",0,0,0,0
"50","1110008F13Rik",21.40365,23.45985,22.6632,17.135
"51","1110008J03Rik",6.835715,6.91412,5.831095,6.519045
"52","1110008L16Rik",3.94006,3.242695,2.704395,2.687775
"53","1110008P14Rik",12.7831,15.835,16.00915,16.63855
"54","1110012J17Rik",2.778695,1.6436,1.38609,1.606196
"55","1110012L19Rik",6.156135,6.87257,5.982175,4.946355
"56","1110017D15Rik",0,0,0.048512,0.103049
"57","1110017F19Rik",0.3167255,0.6215535,0.282672,0.1441745
"58","1110018G07Rik",17.0089,13.0084,12.25725,9.282505
"59","1110018J18Rik",28.572,20.87185,20.9549,17.67695
"60","1110018N20Rik",1.485575,3.0448,3.5512,3.276695
"61","1110019D14Rik",5.115125,2.37775,2.51457,2.600895
"62","1110020A21Rik",0.83701,0.521243,0.688007,0.922477
"63","1110020G09Rik",29.64205,24.84505,20.9409,23.6873
"64","1110021J02Rik",9.00791,8.51326,7.166415,5.35808
"65","1110021L09Rik",4.10785,5.36378,4.53039,3.12352
"66","1110025L11Rik",0,0,0,0
"67","1110028C15Rik",6.89146,7.82786,7.39138,7.908415
"68","1110028F11Rik",0,0,0,0
"69","1110031I02Rik",7.45497,7.06114,5.97774,6.710045
"70","1110032A03Rik",5.77547,7.032165,6.643805,7.10086
"71","1110032A04Rik",0,0,0,0
"72","1110032F04Rik",1.59374,1.0408255,0.5385865,0.08817225
"73","1110034A24Rik",3.843355,4.13282,2.353575,1.67049
"74","1110034B05Rik",5.136105,4.248795,3.27328,3.29416
"75","1110034G24Rik",9.10854,3.80945,3.16943,13.85475
"76","1110035H17Rik",1.033815,1.417365,1.58221,0.728088
"77","1110035M17Rik",0.1974495,0,0.350087,0.226963
"78","1110036E04Rik",0,0,0,0
"79","1110037F02Rik",8.87661,9.802875,7.40515,5.028855
"80","1110038D17Rik",13.9734,16.1319,12.5467,13.23675
"81","1110038F14Rik",11.770265,9.487465,9.3445,7.431745
"82","1110046J04Rik",1.084118,0.317574,0,0
"83","1110049F12Rik",12.635205,10.644605,8.687375,7.87289
"84","1110051M20Rik",26.6326,14.51575,13.0328,14.98055
"85","1110054M08Rik",4.14657,3.359745,3.28963,6.642535
"86","1110054O05Rik",8.892185,10.833865,8.131735,6.37419
"87","1110057K04Rik",10.054175,12.56795,11.1686,11.9511
"88","1110057P08Rik",0,0,0,0
"89","1110058L19Rik",20.45655,25.2965,21.45835,40.92485
"90","1110059E24Rik",20.1441,14.9327,13.90025,8.34089
"91","1110059G10Rik",7.62616,6.82012,6.348675,5.940465
"92","1110059M19Rik",0.0348323,0,0,0
"93","1110065P20Rik",14.97,16.7655,14.46555,8.95435
"94","1110067D22Rik",19.6218,26.2062,20.9869,19.8155
"95","1190002H23Rik",5.680235,10.63185,12.13305,23.09235
"96","1190002N15Rik",20.24345,21.01625,18.3537,18.8383
"97","1190003J15Rik",0,0.0374373,0,0.276233
"98","1190005F20Rik",15.0741,12.86245,10.8987,11.5254
"99","1190007F08Rik",6.990955,6.34906,5.504695,4.69761
"100","1190007I07Rik",6.70668,4.728285,5.195575,6.698895
"101","1200007C13Rik",0.1723702,0.02935815,0.0137613,0.0516425
"102","1200009I06Rik",0.706929,1.511605,1.21813,0.431719
"103","1200011I18Rik",7.38282,7.33354,7.15068,5.20521
"104","1200011M11Rik",3.661875,3.40924,2.905145,2.66389
"105","1200014J11Rik",10.9561,10.964545,8.10715,4.409385
"106","1200016B10Rik",11.07651,6.661175,7.37211,4.93497
"107","1300001I01Rik",71.3141,63.63135,52.9808,66.73995
"108","1300002E11Rik",8.00038,8.06252,4.98131,4.69181
"109","1300002K09Rik",0.09738645,0.0195858,0.03253275,0
"110","1300010F03Rik",28.0545,21.4194,22.26185,32.70975
"111","1300014I06Rik",6.386065,6.17455,6.350775,4.357355
"112","1300015D01Rik",1.388325,0.404959,0.2815065,0.349477
"113","1300017J02Rik",0.15889625,0.116427,0.0655235,0.0434832
"114","1300018J18Rik",3.81633,3.66864,3.374305,3.001725
"115","1500001M20Rik",7.053785,7.43658,6.32294,4.61532
"116","1500002C15Rik",0.2798925,0.1878485,0.7085055,0.3768135
"117","1500002F19Rik",0.61715005,0.7231055,0.1844785,0.0509125
"118","1500002O10Rik",0.65683055,0.081571,0.15302235,0
"119","1500002O20Rik",8.48722,4.83225,4.43804,3.13161
"120","1500003O03Rik",27.1502,33.53915,34.11115,35.72175
"121","1500009C09Rik",0.0147626,0,0,0.0270271
"122","1500009L16Rik",8.747595,13.01545,9.729695,2.681225
"123","1500010J02Rik",18.0948,11.3202,9.14065,3.882595
"124","1500011H22Rik",7.37022,7.01072,4.94607,3.284055
"125","1500011K16Rik",18.39095,19.4117,25.6546,35.4193
"126","1500012K07Rik",0.0199392,0.03077485,0,0
"127","1500015O10Rik",0.859564,1.054037,1.1866705,0.4974965
"128","1500016L03Rik",0.4120885,0,0,0
"129","1500017E21Rik",26.9832,28.2875,18.54585,17.91465
"130","1500026H17Rik",0.2741465,0.205034,0.1294975,0.2635495
"131","1500031L02Rik",5.4665,6.08709,5.05049,4.79455
"132","1500035N22Rik",4.59243,2.93025,0.821857,0.04015135
"133","1520401A03Rik",0,0.020353,0,0
"134","1520402A15Rik",0.780921,0.9725485,0.7863175,0.8636385
"135","1600002D24Rik",0,0,0,0
"136","1600002H07Rik",2.083945,2.412425,1.813945,0.921021
"137","1600002K03Rik",2.21222,1.29833,1.839015,3.305155
"138","1600010F14Rik",0,1.377915,0.853305,0.465519
"139","1600012F09Rik",4.415065,5.92717,7.39544,9.854775
"140","1600012H06Rik",9.142015,10.06241,8.65321,6.328
"141","1600012P17Rik",0.39804565,0,0,0
"142","1600014C10Rik",9.12984,8.24895,9.747745,14.74435
"143","1600014K23Rik",0,0.04081665,0,0
"144","1600015I10Rik",0.061827,0,0.01356665,0.009062
"145","1600016N20Rik",0.1282849,0.0109193,0.0142273,0.011022
"146","1600020E01Rik",4.854695,3.477095,3.7057,3.08977
"147","1600021P15Rik",6.0771,6.051685,5.03699,3.422975
"148","1600025M17Rik",0.0899406,0.128867,0,0
"149","1600027N09Rik",10.33176,9.234005,6.56225,6.988615
"150","1600029D21Rik",0.4465725,0.330043,0.4976345,0.47033
"151","1600029I14Rik",0,0,0,0
"152","1600029O15Rik",0.094947,0.0135024,0.01954165,0.04172245
"153","1700001C02Rik",0,0,0,0
"154","1700001C19Rik",2.06535,0.7037635,0.6388635,0.1463385
"155","1700001F09Rik",0,0,0,0
"156","1700001G01Rik",0,0,0,0
"157","1700001G11Rik",0.474421,0.237071,0.2540945,0.2367005
"158","1700001G17Rik",0.1658175,0.2849125,0.20214055,0.065774
"159","1700001J04Rik",0,0,0,0
"160","1700001J11Rik",0.830883,0.455829,0.355737,0.14423795
"161","1700001K19Rik",0.2342254,0.12113395,0,0.0681395
"162","1700001L05Rik",0.2404923,0.186287,0.219972,0.0625987
"163","1700001L19Rik",0.01894855,0.0135347,0.040227,0
"164","1700001O22Rik",1.59056,1.724695,1.294125,1.224125
"165","1700001P01Rik",0.0777863,0.1101875,0.2333175,0.1661335
"166","1700003D09Rik",0.1879089,0.158966,0.051298,0.0190906
"167","1700003E16Rik",0.13574655,0.11118295,0.1448965,0.5500745
"168","1700003E24Rik",0,0,0,0
"169","1700003F12Rik",0.185624,0.534362,0.431862,0
"170","1700003F17Rik",5.14772,2.58159,3.08237,3.789595
"171","1700003G13Rik",0,0,0,0
"172","1700003G18Rik",0,0,0,0
"173","1700003H04Rik",0,0,0,0
"174","1700003M02Rik",0.0803794,0.0110559,0.0204813,0
"175","1700003M07Rik",0.1668615,0.061351,0,0
"176","1700006A11Rik",0,0,0,0
"177","1700006D18Rik",0.1040069,0,0.118688,0.1344655
"178","1700006E09Rik",0,0,0,0
"179","1700006J14Rik",2.26694,0.449941,0.07103275,0.121113
"180","1700006P19Rik",0,0.04238845,0.1345275,0
"181","1700007B14Rik",0,0,0,0
"182","1700007G11Rik",0,0,0,0
"183","1700007I08Rik",0.0293128,0.0911608,0.04505725,0.0151561
"184","1700007J10Rik",0.950632,0.354179,0.198973,0.1325602
"185","1700007K09Rik",0,0,0,0
"186","1700007K13Rik",0,0.0598005,0.0480937,0
"187","1700007L15Rik",3.072025,2.002345,1.045325,1.388185
"188","1700007M16Rik",0.09914005,0.069978,0,0
"189","1700007P06Rik",0,0,0,0
"190","1700008A04Rik",0,0,0,0
"191","1700008F21Rik",0.4544259,0.0753605,0.077636,0.055947
"192","1700008I05Rik",0.0439353,0.03257305,0,0
"193","1700008O03Rik",0.06575715,0.10832575,0.12531385,0.1277095
"194","1700008P02Rik",0,0,0,0
"195","1700008P20Rik",0.352907,0.4436155,0.07549455,0.02918455
"196","1700009N14Rik",0,0,0,0
"197","1700009P17Rik",0.822739,0.4013075,0.715394,0.381793
"198","1700010B08Rik",0,0,0,0
"199","1700010D01Rik",0,0,0,0
"200","1700010H22Rik",0,0,0,0
"201","1700010I14Rik",0.0155357,0.03982625,0.06044805,0.05632465
"202","1700010K10Rik",0,0,0,0
"203","1700010K23Rik",0,0,0,0
"204","1700010K24Rik",0,0,0,0
"205","1700010L04Rik",0,0,0,0
"206","1700010M22Rik",0.0516038,0,0,0
"207","1700011A15Rik",0.39217,0.02745865,0.0404891,0
"208","1700011E24Rik",0,0,0,0.0601285
"209","1700011F03Rik",0,0,0,0
"210","1700011F14Rik",0,0.04996125,0,0
"211","1700011H14Rik",0,0.01556115,0,0
"212","1700011I03Rik",0,0.0649075,0.081548,0.3001905
"213","1700011J10Rik",14.92675,11.5691,11.98505,5.81996
"214","1700011L22Rik",0.0379435,0,0,0
"215","1700011M02Rik",0.1087952,0,0,0
"216","1700012A03Rik",0,0,0,0
"217","1700012A16Rik",0.1400051,0.1634555,0.1820252,0
"218","1700012B07Rik",0,0,0,0
"219","1700012B09Rik",0,0,0,0
"220","1700012B15Rik",4.102045,2.18669,1.71622,0.963538
"221","1700012C14Rik",0.73946,0,0,0
"222","1700012L04Rik",0,0,0.0969865,0
"223","1700012P22Rik",0,0,0,0
"224","1700013D24Rik",0,0,0,0
"225","1700013F07Rik",0.34012,0.09909875,0.151166,0
"226","1700013G23Rik",0.787553,0.2415045,1.359386,0.557165
"227","1700013G24Rik",0.07846505,0,0,0.02771875
"228","1700013H16Rik",0,0.01614525,0,0
"229","1700013N06Rik",0,0,0,0
"230","1700013N18Rik",0.1240393,0.118815,0.132308,0.02830205
"231","1700014D04Rik",0,0,0,0
"232","1700014N06Rik",0,0,0,0
"233","1700015E13Rik",0.3346905,0.03608395,0.1473365,0.0726956
"234","1700015F17Rik",0.21113,0,0.0960605,0
"235","1700015O11Rik",0,0,0,0
"236","1700016C15Rik",0,0.085727,0,0
"237","1700016D06Rik",0.2874638,0.09571185,0.1347445,0.077241
"238","1700016G14Rik",0.05015775,0.116349,0.0503705,0
"239","1700016H13Rik",0.312622,0.0491708,0,0.050644
"240","1700016K19Rik",0,0,0,0
"241","1700016M24Rik",0,0,0,0
"242","1700016P03Rik",0,0,0,0
"243","1700017B05Rik",3.8698,2.927945,2.653785,1.76711
"244","1700017D01Rik",0,0,0,0
"245","1700017G19Rik",0,0,0,0
"246","1700017J07Rik",0,0,0,0
"247","1700017N19Rik",0,0,0,0
"248","1700018A04Rik",0,0,0,0
"249","1700018A14Rik",0,0,0,0
"250","1700018B24Rik",0,0,0,0
"251","1700018C11Rik",0,0,0,0.13729615
"252","1700018F24Rik",0,0,0,0
"253","1700018L24Rik",0.52612,0,0,0.0596465
"254","1700018M17Rik",0.226203,0.1073981,0.2402055,0.0919055
"255","1700019A02Rik",0,0,0,0
"256","1700019B03Rik",0,0.01844575,0,0.01852645
"257","1700019B21Rik",0.0551941,0.04483195,0,0.0943361
"258","1700019D03Rik",0.2133085,1.0246335,1.29442,1.30531
"259","1700019E08Rik",0,0,0,0
"260","1700019E19Rik",38.8649,17.56335,14.0471,14.05435
"261","1700019G06Rik",2.445799,1.06123,1.974955,2.084925
"262","1700019G17Rik",0.629434,0.796597,0.523266,0.2624305
"263","1700019G24Rik",0,0.05387,0,0.063538
"264","1700019L03Rik",1.3256835,0.2670755,0.06939135,0.220668
"265","1700019M22Rik",0,0,0,0
"266","1700019N12Rik",0.409746,0.0887626,0.08314585,0.0278386
"267","1700019N19Rik",0.03337705,0,0,0
"268","1700019O17Rik",0,0,0,0
"269","1700020A23Rik",0.2081175,0.06278,0.1948025,0.0470009
"270","1700020C07Rik",0.9959185,0.320227,0.602435,0.7389835
"271","1700020I14Rik",76.70445,100.8115,104.5639,82.09835
"272","1700020L24Rik",1.51085,0.4277955,0.3392495,0.19745895
"273","1700020N01Rik",0,0,0,0
"274","1700020N15Rik",0,0,0,0
"275","1700020O03Rik",4.631465,4.73966,4.32017,3.34142
"276","1700021A07Rik",0,0,0,0
"277","1700021F05Rik",43.2595,42.3582,39.3004,46.4047
"278","1700021F07Rik",0,0,0,0
"279","1700021J08Rik",2.38547,1.585,1.588975,1.415875
"280","1700021K19Rik",25.27655,21.6465,19.61705,12.8153
"281","1700021L23Rik",0,0,0,0
"282","1700021N21Rik",0.12779235,0,0,0.03158335
"283","1700021O21Rik",0,0,0,0
"284","1700022A21Rik",0,0,0,0
"285","1700022I11Rik",0.008656265,0.04286275,0.04278135,0.01233845
"286","1700022K14Rik",1.5058985,0.1428155,0.1060315,0.1726215
"287","1700022N22Rik",0.307603,0.17685935,0.192708,0.196522
"288","1700022P22Rik",0.53346,0,0,0
"289","1700023A16Rik",0.06267795,0,0.066192,0.159872
"290","1700023C21Rik",0,0,0,0
"291","1700023E05Rik",0,0,0.02384525,0
"292","1700023F06Rik",0.0369953,0.068413,0,0
"293","1700023H06Rik",0.1431508,0.217588,0.1046465,0.0351324
"294","1700023L04Rik",0.2454785,0.1367029,0.24593285,0.03369235
"295","1700024B05Rik",0,0,0,0
"296","1700024G13Rik",0,0,0,0
"297","1700024J04Rik",0,0,0.02889345,0
"298","1700024N20Rik",0.1884025,0.453801,0.405024,0.9106395
"299","1700024P03Rik",0,0,0.06584,0
"300","1700024P04Rik",0,0,0,0
"301","1700024P16Rik",0.08329435,0.0274907,0.02932115,0.04745465
"302","1700025C18Rik",0,0,0,0
"303","1700025D23Rik",0,0,0,0
"304","1700025E21Rik",0.0498863,0.0183819,0.1814215,0.01707115
"305","1700025F22Rik",0,0,0,0
"306","1700025G04Rik",26.99975,21.9937,21.23455,20.4224
"307","1700025K23Rik",2.98885,3.40123,3.350205,2.693145
"308","1700025N21Rik",0,0,0.0689805,0
"309","1700025O08Rik",0,0,0,0
"310","1700026D08Rik",0.581397,0.218632,0,0
"311","1700026D11Rik",0,0.058629,0,0.0613735
"312","1700026J04Rik",0.291842,0.13562,0.07829615,0.109168
"313","1700026J12Rik",0,0,0,0
"314","1700026J14Rik",0,0,0,0
"315","1700026L06Rik",0.153289,0,0.0595555,0
"316","1700027A07Rik",0,0,0,0
"317","1700027A23Rik",0,0,0,0
"318","1700027D21Rik",0.1965266,0.02427745,0,0
"319","1700028E10Rik",0.279372,0.0187431,0.1555465,0
"320","1700028I16Rik",0,0,0,0
"321","1700028J19Rik",0.2307751,0.283153,0.2625617,0.12683755
"322","1700028P14Rik",0,0,0,0
"323","1700028P15Rik",1.245963,0.0710202,0.09992065,0.03546875
"324","1700029F12Rik",0.54254675,0.0253868,0,0
"325","1700029G01Rik",0.91858,0.9188,1.137805,1.108565
"326","1700029H14Rik",0,0,0,0
"327","1700029I01Rik",0.781058,0.5527165,0.579129,0.027254
"328","1700029I15Rik",1.01333,0.6590985,0.232563,0.486151
"329","1700029J07Rik",0.84817,0.6607345,0.797154,0.4275435
"330","1700029J11Rik",0.06189125,0.0454931,0.2312565,0
"331","1700029M20Rik",0,0,0,0
"332","1700029P11Rik",0.04426825,0,0,0
"333","1700030A11Rik",0,0,0,0
"334","1700030C10Rik",0.32696735,0.2020664,0.056205,0.1124493
"335","1700030C12Rik",2.916881,1.2136735,0.537963,0.928231
"336","1700030C14Rik",0,0.081202,0.05526,0
"337","1700030F18Rik",0.0268602,0.01574857,0.0056178,0.0673612
"338","1700030J22Rik",0.4436405,0.149113,0.1607845,0.0660776
"339","1700030K09Rik",3.050325,1.65432,1.28793,1.23134
"340","1700031A10Rik",0,0,0,0
"341","1700031F05Rik",0,0,0,0
"342","1700031F10Rik",0,0,0,0
"343","1700034E13Rik",0,0,0.1258355,0
"344","1700034F02Rik",0.05695255,0.050502,0.0626265,0.02555385
"345","1700034H14Rik",22.96825,22.98655,19.9537,29.7241
"346","1700034H15Rik",0.467094,0.4747845,0.342487,0.201032
"347","1700034I23Rik",0.09640825,0.233633,0.182975,0.1242445
"348","1700034J04Rik",0,0,0,0
"349","1700034J05Rik",0.03470835,0.02633295,0.0712422,0.00953635
"350","1700034O15Rik",0,0,0,0
"351","1700034P13Rik",2.589845,2.741155,2.27655,1.595355
"352","1700036A12Rik",0.01984465,0,0.0188438,0.01288155
"353","1700036O09Rik",0,0,0,0
"354","1700037C18Rik",2.24785,2.05694,2.136075,2.64981
"355","1700037F24Rik",0,0,0,0
"356","1700037H04Rik",13.78605,13.5589,6.938355,4.91104
"357","1700039E15Rik",0,0,0,0
"358","1700039E22Rik",0,0,0,0
"359","1700039M10Rik",0,0,0,0
"360","1700040D17Rik",0.182004,0.2673155,0.063796,0.0362269
"361","1700040I03Rik",7.951155,13.07245,10.2262,6.8
"362","1700040L02Rik",39.448,13.36405,12.4447,11.97815
"363","1700040N02Rik",0,0,0,0
"364","1700041G16Rik",0,0,0,0.072508
"365","1700041M05Rik",0,0,0,0
"366","1700042B14Rik",0,0,0,0
"367","1700042G07Rik",0,0,0,0
"368","1700042G15Rik",0,0,0,0
"369","1700042O10Rik",0.534641,0.3328815,0.177266,0.0917263
"370","1700045H11Rik",0,0,0,0
"371","1700045I11Rik",0,0,0,0
"372","1700045I19Rik",0,0,0,0
"373","1700046C09Rik",0,0,0,0
"374","1700047A11Rik",0.701687,0.0487023,0.1397025,0.1610328
"375","1700047F07Rik",0,0,0,0
"376","1700047G07Rik",7.1417,3.102005,2.067045,0.5666225
"377","1700047I17Rik2",0,0,0,0
"378","1700047K16Rik",0.3823755,0.10805575,0.053219,0.225089
"379","1700048O20Rik",1.252235,0.8838045,0.7951015,0.198024
"380","1700049E15Rik",0.10773405,0,0,0
"381","1700049E17Rik1",0,0,0,0
"382","1700049E17Rik2",0,0,0,0
"383","1700049G17Rik",3.734665,3.115975,2.480055,1.11433
"384","1700049J03Rik",0,0,0,0
"385","1700049L16Rik",0,0,0,0
"386","1700051A21Rik",0,0.0286381,0,0
"387","1700052N19Rik",10.00241,8.50718,6.697615,3.31003
"388","1700054M17Rik",0,0,0,0
"389","1700054O13Rik",0,0,0,0
"390","1700054O19Rik",2.066343,1.0319965,0.9407655,0.617693
"391","1700055C04Rik",0,0,0,0
"392","1700055D18Rik",0.3430195,0.356329,0.250377,0.1824865
"393","1700055N04Rik",0,0.0377302,0.051079,0
"394","1700056E22Rik",1.077892,0.6718615,1.0054445,0.676143
"395","1700056N10Rik",0.3675275,0.350294,0.6534745,0.07672665
"396","1700057G04Rik",0.160295,0.2401855,0.052021,0.0726195
"397","1700057H15Rik",0,0,0,0
"398","1700057H21Rik",0,0,0,0
"399","1700057K13Rik",0,0,0.04392705,0
"400","1700058G18Rik",0.2375485,0.4286315,0.2729355,0.0337012
"401","1700058P15Rik",1.8883,0.5223065,0.330302,0
"402","1700060C16Rik",0,0.20426135,0.215799,0.082807
"403","1700060C20Rik",0.08829945,0.058634,0.0764315,0
"404","1700060J05Rik",2.3149955,0.629011,1.345425,0.5576325
"405","1700061E18Rik",0,0,0,0
"406","1700061F12Rik",0,0,0,0
"407","1700061G19Rik",0.2109015,0.16334,0.04995685,0.0084229
"408","1700061H18Rik",0.257248,0.132972,0.184623,0.061703
"409","1700061I17Rik",0,0,0,0
"410","1700061J05Rik",0,0,0,0
"411","1700061J23Rik",0,0,0,0
"412","1700062I23Rik",0.0844781,0.1456885,0.284546,0.1595095
"413","1700063H04Rik",0.0810698,0,0,0
"414","1700064E03Rik",3.33918,2.07086,1.477125,0.6446545
"415","1700064H15Rik",0.118975,0,0.114817,0.1812795
"416","1700065D16Rik",0,0,0,0
"417","1700065I17Rik",0,0,0,0
"418","1700066B19Rik",0.1076597,0.0989632,0.02070185,0.0656568
"419","1700066J03Rik",0,0.07688,0,0
"420","1700066J24Rik",0,0.0267481,0,0
"421","1700066M21Rik",2.5624,3.10353,2.469585,1.74544
"422","1700067G03Rik",0,0,0.1520055,0
"423","1700067K01Rik",0.305602,0.2196565,0.213995,0.055507
"424","1700067P10Rik",0,0,0,0
"425","1700069B07Rik",0.145563,0.230063,0.1921705,0.176871
"426","1700069L16Rik",0,0,0,0
"427","1700071G01Rik",0,0,0,0
"428","1700071K01Rik",0.25883635,0,0.0434241,0
"429","1700071M16Rik",0.436144,0.0138911,0.17593735,0.195493
"430","1700072E05Rik",0,0,0,0
"431","1700073E17Rik",0,0.03472125,0.1782765,0
"432","1700074P13Rik",0,0,0,0
"433","1700080E11Rik",0,0,0,0
"434","1700080G11Rik",0,0,0,0
"435","1700080N15Rik",0,0,0,0
"436","1700080O16Rik",0,0.01871675,0,0.02191185
"437","1700081H22Rik",0,0,0,0
"438","1700081L11Rik",15.22545,13.55815,11.9496,8.216665
"439","1700082M22Rik",1.2574955,0.4137575,0.460175,0.171755
"440","1700084C01Rik",0.01647735,0.0128206,0,0
"441","1700084C06Rik",1.651057,1.754305,1.56273,0.7789595
"442","1700084E18Rik",1.3841305,0.8771635,0.6345735,0.3307055
"443","1700084J12Rik",0.10721605,0.105995,0.07220205,0
"444","1700084M14Rik",0,0,0,0
"445","1700085B03Rik",0,0,0,0
"446","1700086D15Rik",0.274017,0.0900545,0,0
"447","1700086L19Rik",0,0.0434435,0,0
"448","1700086O06Rik",0.984053,0.3952545,0.5211845,0.3482875
"449","1700086P04Rik",0.11390425,0.2026138,0.04040345,0.1496515
"450","1700087M22Rik",0,0,0,0
"451","1700088E04Rik",18.2236,10.46785,9.228385,8.010065
"452","1700090G07Rik",0.0411526,0,0.03815445,0
"453","1700091E21Rik",0,0,0,0
"454","1700091H14Rik",0,0,0,0
"455","1700092C02Rik",0,0,0,0
"456","1700092C10Rik",0,0,0,0
"457","1700092C17Rik",0,0,0,0
"458","1700092E19Rik",0,0,0,0
"459","1700092K14Rik",0,0.093594,0.1470085,0
"460","1700092M07Rik",0.386906,0.097215,0.2655735,0
"461","1700093J21Rik",0.1502538,0,0.071402,0
"462","1700093K21Rik",0,0.02413905,0.1110585,0
"463","1700094C10Rik",0,0.088189,0.239898,0
"464","1700095A21Rik",0.07792745,0.093425,0.0917,0.0650512
"465","1700095B22Rik",0,0,0,0.354222
"466","1700095J03Rik",0,0.03364465,0,0
"467","1700095J07Rik",0.1062366,0.227573,0.2939245,0.0687663
"468","1700095J12Rik",0,0.03070995,0,0
"469","1700099I09Rik",1.01906,0.7485165,0.995166,0.33232095
"470","1700101E01Rik",0,0.0410257,0.0706465,0
"471","1700101G07Rik",0.0529517,0.04296265,0,0
"472","1700101I11Rik",0.187536,0.3124325,0.1465625,0.530942
"473","1700101I19Rik",0,0,0,0
"474","1700102P08Rik",0.175399,0.2728935,0.03268525,0.3908025
"475","1700104A03Rik",0,0,0,0
"476","1700104B16Rik",0,0,0,0
"477","1700106J16Rik",0,0.02291255,0,0
"478","1700106N22Rik",1.835095,1.57266,0.8150275,0.560345
"479","1700108M19Rik",0,0,0,0
"480","1700108N11Rik",0,0,0,0
"481","1700109F18Rik",0.1291363,0.01559835,0,0
"482","1700109G15Rik",0,0,0,0
"483","1700109H08Rik",5.671597,0.4236763,0.7221315,0.4743285
"484","1700109K24Rik",0.369787,0.673606,0.4818005,0.2072615
"485","1700110I01Rik",0.6826115,0.479611,0.9080675,0.3217055
"486","1700110K17Rik",0,0,0,0
"487","1700110M21Rik",0,0.015293,0,0
"488","1700111E14Rik",0,0,0,0
"489","1700112D23Rik",0,0,0,0
"490","1700112E06Rik",2.080477,1.010286,0.3750845,0.4997395
"491","1700112J05Rik",0,0,0.03733495,0
"492","1700112J16Rik",0.1847455,0.0789145,0.03445835,0.0590463
"493","1700112K13Rik",0,0,0,0
"494","1700112M01Rik",1.47329,1.672715,1.080489,0.6795485
"495","1700113A16Rik",10.23349,9.60418,9.284655,11.620165
"496","1700113H08Rik",0.0339002,0.09687615,0.2513685,0.2107589
"497","1700116B05Rik",0,0,0,0
"498","1700119I11Rik",0.3761985,0.590915,0.211243,0.738229
"499","1700120B22Rik",0.149137,0,0,0
"500","1700120E14Rik",0,0,0,0
"501","1700120G11Rik",0,0,0,0
