"","gene_short_name","P0","P4","P7","Ad"
"30335","Trim11",13.03511,6.846115,6.613365,5.32176
"30336","Trim12a",0.291795,0.1365765,0.1638105,0.0528715
"30337","Trim12c",2.818395,2.96371,3.91282,1.2837675
"30338","Trim13",4.75946,5.53621,6.24663,3.76859
"30339","Trim14",0.480325,0.680387,0.6403685,0.662767
"30340","Trim15",0.0873305,0.06279265,0,0.04564765
"30341","Trim2",3.77253,4.38897,3.40435,1.613585
"30342","Trim21",1.90406,1.99503,1.635055,2.23189
"30343","Trim23",9.246475,10.1077,9.75989,9.272295
"30344","Trim24",19.7101,22.9828,21.9678,11.5999
"30345","Trim25",15.63355,12.63085,11.46155,7.018345
"30346","Trim26",9.03636,7.35636,7.24252,5.985205
"30347","Trim27",11.93095,10.60561,9.450005,4.96038
"30348","Trim28",61.7997,56.0016,38.9601,22.29455
"30349","Trim29",0.0615304,0.0228692,0.01927375,0.0453999
"30350","Trim3",16.2268,19.3594,17.616,10.574205
"30351","Trim30a",2.290465,2.60376,2.680435,3.54456
"30352","Trim30b",0.0732280506380925,0.01834515,0.0855985250003648,0.042680475
"30353","Trim30c",0.03761715,0.0270969,0,0.02663445
"30354","Trim30d",0.22458015,0.0782015,0.01670895,0.2453005
"30355","Trim30e-ps1",0.0291415,0.09192765,0.0650135,0.0773504
"30356","Trim31",0,0,0,0
"30357","Trim32",8.3553,7.921705,5.75804,4.83033
"30358","Trim33",6.92526,6.3766,5.325545,3.22997
"30359","Trim35",63.70745,63.7773,46.8651,26.83325
"30360","Trim36",0.363816,0.389425,0.4417015,0.410091
"30361","Trim37",7.42702,6.457225,5.03746,2.728795
"30362","Trim38",0.0595589,0.0894197,0.10630865,0.13309245
"30363","Trim39",5.433975,4.820965,4.28289,2.850695
"30364","Trim40",0,0,0,0
"30365","Trim41",16.09629,10.86295,10.06511,8.32552
"30366","Trim42",0,0,0,0
"30367","Trim43a",0.346353,0.2651875,0.2500155,0.11733
"30368","Trim43b",0.12989295,0.139427,0.10474145,0.144355
"30369","Trim43c",0.3723495,0.2710455,0.243838,0.257791
"30370","Trim44",50.8358,23.87515,18.5921,12.4297
"30371","Trim45",1.91917,1.27749,1.104164,1.526055
"30372","Trim46",0.236528,0.34953,0.419463,0.2647425
"30373","Trim50",0,0.01439315,0.0179111,0
"30374","Trim52",0,0,0,0
"30375","Trim54",2.99595,6.654555,10.507945,68.03755
"30376","Trim55",156.8255,103.1495,63.5776,45.9694
"30377","Trim56",4.31978,4.775105,4.93008,3.80748
"30378","Trim58",0.01417355,0.0173043,0.0257859,0.00962035
"30379","Trim59",9.7439,16.3063,7.66929,0.515053
"30380","Trim6",0.3640115,0.5010785,0.4046725,0.194969
"30381","Trim62",1.12621,1.13106,0.8501035,0.465913
"30382","Trim63",111.66575,90.10605,87.46885,77.10925
"30383","Trim66",0.003912005,0,0.02248285,0.0200051
"30384","Trim68",4.495855,4.205705,3.670725,1.735676
"30385","Trim69",0,0,0,0
"30386","Trim7",1.16915,3.762165,2.207655,13.0931
"30387","Trim71",0,0,0,0
"30388","Trim72",6.604125,42.69955,76.37895,204.542
"30389","Trim75",0,0,0,0.0099306
"30390","Trim8",20.9677,16.074,15.02715,11.70145
"30391","Trim9",0.2097515,0.06283895,0.00823965,0.0118643
"30392","Triml1",0,0,0,0
"30393","Triml2",0,0,0,0
"30394","Trio",8.95955,8.017145,6.828935,4.535985
"30395","Triobp",16.81365,15.10985,11.7663,7.860015
"30396","Trip10",12.0499,14.38755,15.40735,28.8546
"30397","Trip11",8.984145,9.77876,10.3496,12.4468
"30398","Trip12",32.62015,33.36545,28.8094,24.1412
"30399","Trip13",4.81386,4.95655,2.005595,0.1969125
"30400","Trip4",8.676805,9.3669,8.3461,5.33061
"30401","Trip6",13.56405,10.55115,7.581535,8.271875
"30402","Trit1",3.859835,3.822255,3.228475,2.30943
"30403","Trmt1",21.4581,14.39295,11.7259,9.759715
"30404","Trmt11",3.1983,3.629795,3.14117,3.2501
"30405","Trmt112",22.053,19.10875,17.0508,20.42015
"30406","Trmt12",1.219595,1.56594,1.317025,1.486765
"30407","Trmt2a",10.954205,8.473735,8.25855,5.86094
"30408","Trmt2b",24.8934,24.34965,22.49585,20.64345
"30409","Trmt5",7.30187,11.195,12.67405,14.8421
"30410","Trmt6",7.88081,6.528925,5.509375,3.42914
"30411","Trmt61a",3.695285,2.77906,1.99497,2.26077
"30412","Trmt61b",2.944305,2.748665,2.54831,2.04204
"30413","Trmu",12.26705,11.39725,9.90589,5.90276
"30414","Trnau1ap",22.628,16.02645,13.47375,11.43445
"30415","Trnp1",1.543305,1.0438545,0.397837,3.02555
"30416","Trnt1",13.26475,12.29545,10.9875,9.39006
"30417","Tro",7.692975,3.64076,2.17376,0.309295
"30418","Troap",2.359065,2.24794,1.0502915,0
"30419","Trove2",8.302095,9.96587,7.791555,5.42337
"30420","Trp53",21.7149,20.0001,16.63425,7.653715
"30421","Trp53-ps",0,0,0,0
"30422","Trp53bp1",22.457,15.26755,12.0616,7.43071
"30423","Trp53bp2",8.054605,6.24953,4.86343,2.697375
"30424","Trp53i11",23.3751,34.5058,38.02455,11.43115
"30425","Trp53i13",6.27634,6.708205,5.03232,5.33816
"30426","Trp53inp1",7.952895,8.972435,8.12962,4.463255
"30427","Trp53inp2",212.538,198.621,224.521,279.3335
"30428","Trp53rk",1.4132,0.8754115,0.71978,0.5277885
"30429","Trp53tg5",0,0,0,0.05234
"30430","Trp63",0.3241425,0.5306175,0.62384,0.691194
"30431","Trp73",0.012703605,0,0.0142419,0
"30432","Trpa1",0.05737375,0.0652755,0.01033195,0
"30433","Trpc1",1.532435,1.99873,2.067845,1.471915
"30434","Trpc2",11.1073,10.23729,7.36342,4.483435
"30435","Trpc3",2.775415,4.397425,3.37789,1.49623
"30436","Trpc4",0.1860525,0.1419295,0.1526746,0.10067465
"30437","Trpc4ap",35.23825,37.2947,32.64755,33.5058
"30438","Trpc5",0,0.006096,0.00911955,0
"30439","Trpc6",0.3383385,0.267049,0.250485,0.0749786
"30440","Trpc7",0,0,0,0
"30441","Trpd52l3",0,0,0,0
"30442","Trpm3",0.335675,0.148895,0.04939195,0.12999045
"30443","Trpm4",5.82709,5.31649,4.465195,4.6643
"30444","Trpm5",0.355122,0.2229915,0.2139815,0
"30445","Trpm6",0.12704545,0.08847005,0.04636165,0.03133566
"30446","Trpm7",26.943,32.90595,25.32975,13.14485
"30447","Trpm8",0.02461925,0.00685845,0,0
"30448","Trpt1",9.76921,8.56248,6.8292,8.579135
"30449","Trpv1",0.02811165,0,0,0
"30450","Trpv2",1.13501,1.5889,1.32001,0.9712085
"30451","Trpv3",0.032379595,0.056944955,0.04012605,0.011649835
"30452","Trpv4",0.5225785,0.5579045,0.6746315,1.99461
"30453","Trpv5",0,0,0,0
"30454","Trpv6",0,0,0,0
"30455","Trrap",20.6164,18.92795,15.96605,7.944175
"30456","Trub1",4.361065,3.74473,3.219975,2.287185
"30457","Trub2",10.6187,7.88589,7.908495,5.686475
"30458","Try10",0,0,0,0
"30459","Try4",0,0,0,0
"30460","Try5",0,0,0,0
"30461","Tsc1",6.59483,6.28279,5.08881,5.88443
"30462","Tsc2",18.3295,17.393,13.6154,19.4612
"30463","Tsc22d1",89.6761,115.6845,140.899,129.159
"30464","Tsc22d2",14.5317,11.532,9.187485,7.16501
"30465","Tsc22d3",61.87075,43.6093,41.4071,69.76825
"30466","Tsc22d4",74.4028,80.56405,87.445,80.82635
"30467","Tsen15",10.4634,13.9308,9.847065,8.842165
"30468","Tsen2",4.77447,5.00405,3.48975,3.27425
"30469","Tsen34",39.2806,38.8207,30.99045,17.79425
"30470","Tsen54",7.9004,6.05872,5.76312,4.73084
"30471","Tsfm",24.88155,27.5324,24.19885,25.0533
"30472","Tsg101",50.19745,48.25065,34.77425,27.29485
"30473","Tsga10",2.533795,2.17316,1.949475,1.569975
"30474","Tsga10ip",0.588292,0,0,0
"30475","Tsga13",0.16888495,0.371068,0.0769105,0.0446493
"30476","Tsga14",3.019085,2.191475,1.422035,0.704919
"30477","Tsga8",0,0.02269205,0.03190305,0.0214816
"30478","Tshb",0,0.161331,0.1102625,0
"30479","Tshr",0,0.02590185,0,0
"30480","Tshz1",10.818625,9.925805,8.90792,6.80644
"30481","Tshz2",3.68835,4.280435,4.44024,3.50359
"30482","Tshz3",1.268775,1.62888,1.51624,1.0381505
"30483","Tsix",0.2689955,0.2659495,0.2128465,0.130768
"30484","Tsks",0,0.0186278,0.01373555,0.0092252
"30485","Tsku",2.115625,2.7336,2.044595,1.740755
"30486","Tslp",1.14602,1.547345,1.0564395,0.764228
"30487","Tsn",31.5627,29.9071,25.68645,17.2015
"30488","Tsnax",36.59885,39.4222,37.2654,29.09075
"30489","Tsnaxip1",0,0,0.04004705,0
"30490","Tspan1",0.02342655,0.0678355,0.080263,0
"30491","Tspan10",0,0.03028215,0,0.0285107
"30492","Tspan11",0.3547145,1.3148535,1.578155,0.474565
"30493","Tspan12",25.3079,33.69175,30.62545,31.34275
"30494","Tspan13",23.6966,34.60265,42.67345,24.24435
"30495","Tspan14",9.73482,10.13502,10.36569,4.44004
"30496","Tspan15",2.375485,4.21109,4.208855,2.07134
"30497","Tspan17",4.8361,3.979745,7.489975,7.78491
"30498","Tspan18",36.751124475,14.018365,11.0668565,3.5922568
"30499","Tspan2",13.2548,10.72595,8.34627,3.56654
"30500","Tspan3",113.0235,111.864,96.13955,97.73435
"30501","Tspan31",26.5359,30.1708,26.9366,32.1338
"30502","Tspan32",0.2924485,0.2177085,0.300013,0.31576
"30503","Tspan33",1.254355,0.7455855,0.8573305,0.730226
"30504","Tspan4",17.46675,14.5916,11.29725,15.36855
"30505","Tspan5",7.78723,4.1662,4.07941,2.57355
"30506","Tspan6",23.62145,29.67415,19.6838,5.20245
"30507","Tspan7",64.40415,57.08815,61.32895,64.8019
"30508","Tspan8",1.548235,1.59487,1.48396,0.3280765
"30509","Tspan9",176.6571,69.6206,55.3287,39.4635
"30510","Tspo",35.34495,46.7022,34.31545,27.5774
"30511","Tspo2",0.6495795,0,0.04562075,0.00811145
"30512","Tspy-ps",0,0,0,0
"30513","Tspyl1",31.0621,27.44675,25.84125,27.37195
"30514","Tspyl2",5.765915,4.575225,4.079375,4.57535
"30515","Tspyl3",1.02749,1.309525,1.321695,0.564267
"30516","Tspyl4",6.77833,6.00654,4.079705,6.08609
"30517","Tspyl5",4.461935,3.35796,2.668505,2.01238
"30518","Tsr1",7.380995,5.82352,5.314905,5.206185
"30519","Tsr2",7.107235,5.791085,4.82252,4.831215
"30520","Tssc1",8.16625,4.352545,3.456225,3.031105
"30521","Tssc4",11.58615,13.48055,10.190655,5.632095
"30522","Tssk1",0.254346,0.1637375,0.08693065,0.220841
"30523","Tssk2",0,0.0321808,0.02151575,0
"30524","Tssk3",0,0,0,0
"30525","Tssk4",0.252577,0.209589,0.2033323,0.03425055
"30526","Tssk5",0,0,0,0
"30527","Tssk6",0.6796845,0.3251035,0.3176775,0.126923
"30528","Tst",5.9201,5.60876,4.76796,7.11308
"30529","Tsta3",11.11332,10.68415,9.23353,6.93194
"30530","Tstd2",74.94525,67.79365,57.0743,47.93235
"30531","Tsx",0,0.0569315,0.04425365,0
"30532","Ttbk1",0.09876815,0.1385805,0.228831,0.1464775
"30533","Ttc1",18.41255,18.4303,17.0507,18.71725
"30534","Ttc12",2.08289,2.91697,3.086,4.750135
"30535","Ttc13",9.8294,10.4382,9.100905,6.190085
"30536","Ttc14",16.98305,20.1284,18.60275,9.627715
"30537","Ttc15",7.70049,8.135985,7.28361,5.790545
"30538","Ttc16",0.350201,0.0184428,0.04227625,0.0436723
"30539","Ttc17",8.929225,9.29943,10.40866,10.822805
"30540","Ttc18",0.2100255,0.2463265,0.05352795,0.1623555
"30541","Ttc19",18.7141,22.09315,19.3647,29.44775
"30542","Ttc21a",0,0.00569975,0,0.004688195
"30543","Ttc21b",3.0099,3.52672,2.79002,2.61691
"30544","Ttc22",0.0267691,0.168988,0.14039915,0.04648965
"30545","Ttc23",19.112025,7.80419,6.369405,4.338875
"30546","Ttc23l",0,0,0,0
"30547","Ttc24",0.01340655,0,0,0
"30548","Ttc25",0.5201515,0.2021205,0.1082281,0.1012128
"30549","Ttc26",1.893095,1.676595,1.1481615,0.6539595
"30550","Ttc27",5.42221,5.0476,4.624065,2.851435
"30551","Ttc28",5.889435,6.338225,5.660415,3.45664
"30552","Ttc29",0,0.01547505,0,0
"30553","Ttc3",49.4307,40.51995,29.5843,17.0306
"30554","Ttc30a1",1.656715,1.232095,0.989392,1.61409
"30555","Ttc30a2",0.342884,0.372487,0.2868315,0.3493355
"30556","Ttc30b",2.30738,2.58038,2.60179,4.24555
"30557","Ttc32",5.79278,7.47185,9.222335,11.3371
"30558","Ttc33",9.19293,10.77405,11.0131,11.99905
"30559","Ttc34",0.0718451,0.04478085,0.07144955,0.06179955
"30560","Ttc35",65.642,95.72185,83.18135,82.21055
"30561","Ttc36",0.6386985,0.402744,0.368045,0.3280875
"30562","Ttc37",7.568645,7.842835,6.246405,6.008445
"30563","Ttc38",4.32608,3.77595,3.554555,4.684115
"30564","Ttc39a",1.362568,2.38936,1.62835,0.6553195
"30565","Ttc39b",2.38599,2.594725,3.13303,3.916465
"30566","Ttc39c",1.43157,1.83224,1.717635,1.641245
"30567","Ttc39d",0.0328126,0,0,0.03013495
"30568","Ttc4",13.57685,16.2243,12.19255,10.88385
"30569","Ttc5",7.806415,6.37274,5.02997,3.52068
"30570","Ttc6",0.0223266,0,0,0.01472075
"30571","Ttc7",1.058593,1.71584,2.046255,7.823145
"30572","Ttc7b",15.24095,16.4691,15.79165,23.40555
"30573","Ttc8",5.05321,4.34196,3.622145,1.4024115
"30574","Ttc9",3.75012,2.745965,1.8316,0.6680415
"30575","Ttc9b",0,0,0,0
"30576","Ttc9c",9.53883,13.14885,9.207405,6.23924
"30577","Ttf1",3.790245,3.33857,2.91836,2.819005
"30578","Ttf2",4.088875,3.70502,2.144525,0.671539
"30579","Tti1",9.779015,8.46302,7.179455,6.78418
"30580","Tti2",3.163435,2.802055,2.806825,2.06074
"30581","Ttk",2.994615,4.707745,2.086955,0.0260326
"30582","Ttl",5.904155,9.085375,7.852115,8.06965
"30583","Ttll1",5.636385,6.54285,7.230115,17.5733
"30584","Ttll10",0.0168712,0.03321295,0,0
"30585","Ttll11",1.46414,1.478325,1.037895,1.133065
"30586","Ttll12",4.721335,4.802405,3.692005,2.405075
"30587","Ttll13",0.105832,0.06449815,0.09278255,0.0750494
"30588","Ttll2",0.02044165,0.01374875,0.0199819,0.01545095
"30589","Ttll4",9.97432,7.061245,5.20072,3.22843
"30590","Ttll5",4.81866,3.61208,3.378815,2.78807
"30591","Ttll6",0,0,0,0
"30592","Ttll7",1.472755,2.224735,1.57274,2.80267
"30593","Ttll9",0,0.017474,0,0.02562245
"30594","Ttn",89.74725,86.84235,97.68855,103.1377
"30595","Ttpa",0.4369045,0.3419415,0.2642075,0.24181905
"30596","Ttpal",5.649785,5.962625,5.873515,6.94706
"30597","Ttr",0.0722459,0.4832525,0.209894,0.1605805
"30598","Ttyh1",0.33418,0.2479525,0.220773,0.9536495
"30599","Ttyh2",6.098515,7.204355,5.91813,1.66613
"30600","Ttyh3",22.02625,19.6106,14.86005,3.462805
"30601","Tub",0.13374035,0.10085995,0.06792555,0.02210655
"30602","Tuba1a",68.1648,95.91895,55.0466,21.1692
"30603","Tuba1b",50.37025,61.0316,36.8281,23.97975
"30604","Tuba1c",7.909625,12.399665,10.14554,6.4638
"30605","Tuba3a",0,0,0,0
"30606","Tuba3b",0.06673155,0.01402835,0.01928435,0.0712906
"30607","Tuba4a",31.2666,110.67995,129.518,269.061
"30608","Tuba8",0.902821,12.872395,17.60835,56.01215
"30609","Tubal3",0.067134,0.01129555,0,0
"30610","Tubb1",0.389821,0.1262535,0.1218275,0.539145
"30611","Tubb2a",20.14825,29.11905,17.28405,8.91386
"30612","Tubb2b",24.53735,29.4852,8.524025,0.8284915
"30613","Tubb4a",1.28876,4.20053,4.635045,1.96848
"30614","Tubb4b",74.457,115.111,74.02365,118.9655
"30615","Tubb5",214.5705,242.553,123.706,39.18175
"30616","Tubb6",28.12925,38.2457,22.21065,16.7845
"30617","Tubd1",3.931945,5.90048,4.666565,3.423635
"30618","Tube1",0.9606155,1.717305,0.867812,0.2232285
"30619","Tubg1",10.5299,13.438,9.428505,9.263815
"30620","Tubg2",0.45021,0.5583025,0.4149555,0.4560955
"30621","Tubgcp2",10.267715,10.20219,9.07316,6.899485
"30622","Tubgcp3",11.49875,11.92095,9.059535,6.41906
"30623","Tubgcp4",8.573145,9.136155,9.421685,4.697285
"30624","Tubgcp5",5.50415,5.60892,4.63377,3.48941
"30625","Tubgcp6",7.20963,8.645535,7.210165,4.7528
"30626","Tufm",50.1209,68.12085,58.08205,83.2
"30627","Tuft1",1.568705,1.606405,1.043689,0.594757
"30628","Tug1",29.066,33.837,26.64695,14.50765
"30629","Tulp1",1.360178,0.772258,1.240496,0.2738335
"30630","Tulp2",0.03117775,0.0667225,0.0299455,0.0094776
"30631","Tulp3",5.990305,4.278635,4.01346,2.785975
"30632","Tulp4",22.42085,23.88665,19.66685,15.221
"30633","Tusc1",5.638285,3.993485,2.81498,1.72304
"30634","Tusc2",11.59835,12.72465,11.12579,14.66105
"30635","Tusc3",44.011,26.5742,16.70315,9.90314
"30636","Tusc5",0.3584115,0.603258,0.6621535,0.646429
"30637","Tut1",3.45429,3.07089,3.23304,2.447015
"30638","Twf1",13.9686,14.881,14.4241,6.89
"30639","Twf2",11.8766,20.8121,28.2882,42.4008
"30640","Twist1",1.742065,2.062095,1.87176,0.8435955
"30641","Twist2",0.78191,1.3114325,0.963356,0.499449
"30642","Twistnb",5.61146,7.02387,6.308045,4.17353
"30643","Twsg1",31.7073,39.05065,36.98835,36.7123
"30644","Txk",0.015186455,0,0.0156183,0
"30645","Txlna",13.2833,10.91505,9.610795,7.683645
"30646","Txlnb",36.07125,45.86765,43.83135,102.44925
"30647","Txlng",4.77665,5.07572,4.366725,3.937635
"30648","Txn1",74.5713,86.21455,79.04195,50.8271
"30649","Txn2",92.49285,103.868,92.98145,135.295
"30650","Txndc11",14.30855,11.6888,10.02354,6.700955
"30651","Txndc12",33.1023,37.0019,27.299,12.1792
"30652","Txndc15",16.73635,17.65075,16.03405,19.67665
"30653","Txndc16",6.541125,6.55187,5.959645,4.764845
"30654","Txndc17",38.00405,44.8314,39.99575,27.84925
"30655","Txndc2",0.01133426,0.0804148,0,0.0199989
"30656","Txndc3",1.20941,0.5400315,0.4164195,0.0114597
"30657","Txndc5",29.21275,34.03285,27.15385,14.91735
"30658","Txndc8",0,0,0,0
"30659","Txndc9",43.133,38.6828,31.9941,29.49195
"30660","Txnip",275.198,199.001,127.7275,90.6727
"30661","Txnl1",31.5586,35.68835,30.95265,29.74585
"30662","Txnl4b",4.033765,3.62349,3.065245,2.473575
"30663","Txnrd1",19.5759,20.01875,15.6738,17.40775
"30664","Txnrd2",20.8374,12.1953,12.85975,15.9596
"30665","Txnrd3",11.42975,11.47905,10.20785,7.27306
"30666","Tyk2",4.94578,3.83064,3.18166,2.3919
"30667","Tymp",1.1236275,0.5213925,0.78516,0.908216
"30668","Tyms",9.904065,14.01475,5.53583,1.31039
"30669","Tyr",0.0392967,0.01042045,0.0143649,0.0168561
"30670","Tyro3",1.96939,2.4632,1.86361,0.4276135
"30671","Tyrobp",4.97983,6.33005,9.347445,13.54595
"30672","Tyrp1",0,0,0,0
"30673","Tysnd1",9.82725,8.927315,8.097735,8.117715
"30674","Tyw1",3.34586,3.59152,3.58745,2.07909
"30675","Tyw3",1.86802,1.937585,1.373581,1.11983
"30676","U1",0.0919959573628581,0.16079009223301,0.197757961165049,0.0399845388349515
"30677","U11",0,0,0,0
"30678","U12",0,0,0,0
"30679","U2",0.0567644803921569,0.143658431372549,0.187749705882353,0
"30680","U2af1",25.62075,26.88765,18.72175,13.2197
"30681","U2af2",49.9083,47.8725,36.0445,24.6928
"30682","U3",0.0143477021276596,0.00941547872340425,0,0.0317381914893617
"30683","U4",2.41547337209302,15.4684877906977,0,0.174089186046512
"30684","U4atac",0,0,0,0
"30685","U5",0,2.6403800773425,0,0
"30686","U6",1.49376949134101,1.20200139335477,2.81068944265809,0.183719078242229
"30687","U6atac",0,0.312023214285714,0,0.431160714285714
"30688","U7",9.82860869565217,0,0,13.4561637931034
"30689","U8",0,0,0,0
"30690","U90926",0,0,0,0
"30691","Uaca",12.2256,14.72615,14.7459,12.846
"30692","Uap1",18.11285,18.71475,15.99075,41.14965
"30693","Uap1l1",4.29453,2.00729,1.21521,2.451455
"30694","Uba1",94.5897,91.60165,72.51245,57.50415
"30695","Uba2",30.0725,26.9502,22.50925,14.189
"30696","Uba3",43.44675,51.62625,41.3599,39.53955
"30697","Uba5",23.15145,24.6261,19.0459,18.1436
"30698","Uba6",4.47374,5.144905,4.207495,3.084135
"30699","Ubac1",36.2565,35.51925,29.3405,34.59155
"30700","Ubac2",21.8076,12.83715,12.06355,13.6667
"30701","Ubap1",25.05985,14.0576,14.16925,11.4769
"30702","Ubap2l",41.4613,37.54265,30.8622,24.55055
"30703","Ubash3a",0,0.02615225,0,0.04560235
"30704","Ubash3b",5.66747,1.9738,1.44626,0.4561045
"30705","Ubb",192.2235,174.124,157.9495,140.7225
"30706","Ubc",27.3679,34.96245,35.93365,50.6822
"30707","Ubd",0,0,0,0.08123575
"30708","Ube1y1",0.20031335,0.1132655,0.1094743,0.06411665
"30709","Ube2a",39.8582,47.1954,43.3203,43.04815
"30710","Ube2b",110.3847,115.1865,124.244,194.591
"30711","Ube2c",36.9156,52.3412,23.63945,1.294405
"30712","Ube2cbp",1.61359,1.0987295,0.6704895,0.5384785
"30713","Ube2d1",35.12165,34.89805,31.0106,34.8517
"30714","Ube2d2",54.6535,58.8808,49.5492,37.19175
"30715","Ube2d3",132.4435,139.939,122.4455,149.0245
"30716","Ube2dnl",0,0,0,0
"30717","Ube2e1",16.00755,16.7396,15.07995,17.6786
"30718","Ube2e2",34.838,13.24525,10.6093,7.724955
"30719","Ube2e3",45.38615,51.77605,39.7063,23.53785
"30720","Ube2f",16.2416,21.22265,16.98665,15.72755
"30721","Ube2g1",49.2709,34.3808,33.08855,34.03025
"30722","Ube2h",22.31825,17.25365,16.7234,11.2018
"30723","Ube2i",70.07,63.00015,52.6134,28.2913
"30724","Ube2j1",13.5301,16.6198,13.7131,11.80605
"30725","Ube2j2",29.8177,25.0384,23.2006,17.10915
"30726","Ube2k",53.1937,51.54115,48.35145,46.10455
"30727","Ube2l3",36.7144,34.79255,29.63865,25.30115
"30728","Ube2l6",10.33457,11.6726,10.361285,9.39458
"30729","Ube2m",131.4215,114.5175,93.1658,112.0665
"30730","Ube2n",47.8182,57.57805,43.59215,33.99855
"30731","Ube2nl",1.941765,2.567385,2.0019,0.9043595
"30732","Ube2o",6.52897,7.309345,6.516275,7.172325
"30733","Ube2q1",15.52635,12.59435,10.87965,7.006365
"30734","Ube2q2",13.29895,12.94665,12.13605,11.2769
"30735","Ube2ql1",0.5412075,0.5936,0.8752525,3.33281
"30736","Ube2r2",51.53275,55.31715,56.9785,49.89365
"30737","Ube2s",81.3686,92.8406,63.88705,40.3291
"30738","Ube2t",6.478075,6.909625,3.76248,2.19951
"30739","Ube2u",0.0367521,0.1470794,0.0401836,0.0307877
"30740","Ube2v2",9.48666,13.62365,11.18625,15.6592
"30741","Ube2w",17.89785,16.62295,17.78085,12.1633
"30742","Ube2z",19.61155,22.76955,18.2139,14.55135
"30743","Ube3a",28.79265,32.6154,29.9557,26.45295
"30744","Ube3b",25.94625,25.2289,20.6731,30.904
"30745","Ube3c",18.0286,21.1274,18.3441,15.57785
"30746","Ube4a",9.852855,10.48115,9.54871,8.366845
"30747","Ube4b",23.64275,18.52755,16.67935,10.403545
"30748","Ubfd1",21.59635,24.34845,20.36025,9.55463
"30749","Ubiad1",16.68535,14.05665,14.3893,14.22675
"30750","Ubl3",23.9775,28.9466,26.487,33.64685
"30751","Ubl4",16.41585,24.14505,23.36785,35.23545
"30752","Ubl4b",0,0,0,0
"30753","Ubl5",79.47885,90.22665,92.53175,101.5397
"30754","Ubl7",28.4169,24.45765,23.2536,26.00825
"30755","Ublcp1",19.14935,13.42335,13.3423,14.33405
"30756","Ubn1",11.76915,12.49635,10.7288,7.245615
"30757","Ubn2",11.488145,10.4928,10.83265,5.289415
"30758","Ubp1",14.7146,13.58395,12.79205,9.82868
"30759","Ubqln1",31.3257,32.2106,26.70955,23.17745
"30760","Ubqln2",13.41045,14.2854,11.57,8.84729
"30761","Ubqln3",0,0,0,0
"30762","Ubqln4",17.2054,16.85665,15.88025,21.99265
"30763","Ubqlnl",0,0,0,0
"30764","Ubr1",9.25319,8.996135,7.464815,5.245595
"30765","Ubr2",14.86745,12.44435,12.01445,16.2566
"30766","Ubr3",36.41025,41.44965,38.41795,49.4459
"30767","Ubr5",22.58745,23.0936,20.7523,26.0903
"30768","Ubr7",15.0256,17.6325,14.904,11.6727
"30769","Ubtd1",13.19654,11.40965,11.45675,6.5699
"30770","Ubtd2",6.920985,7.165935,4.74464,1.60724
"30771","Ubtf",24.93985,20.9482,19.67425,16.20075
"30772","Ubtfl1",0.0701965,0.0236829,0.03422445,0
"30773","Ubxn1",48.1473,44.12125,40.5918,39.03075
"30774","Ubxn10",0.161593,0.250144,0.13786915,0.865751
"30775","Ubxn11",1.270752,0.188706,0.6093085,0.604733
"30776","Ubxn2a",15.5253,23.3001,21.617,29.66105
"30777","Ubxn2b",1.84227,1.741095,1.44909,1.08191
"30778","Ubxn4",19.9448,20.8506,19.89885,15.18965
"30779","Ubxn6",21.73575,20.4616,16.02545,15.74955
"30780","Ubxn7",9.193795,7.91724,7.25042,5.39359
"30781","Ubxn8",8.611475,6.29893,6.208545,4.303675
"30782","Uchl1",10.27184,11.65805,7.054875,1.30792
"30783","Uchl3",10.3412,12.669,13.57805,14.90065
"30784","Uchl4",0.89037,1.85558,1.693653,1.546135
"30785","Uchl5",14.95525,16.2321,14.3082,9.743225
"30786","Uck1",9.33739,11.59125,10.53421,9.5213
"30787","Uck2",220.0952,229.1157,1126.55355,243.787825
"30788","Ucma",0,0,0,0.291204
"30789","Ucn",0.270688,0.2271095,0.118437,0.4658755
"30790","Ucn2",0.0978361,0.0712965,0,0
"30791","Ucn3",0,0,0,0
"30792","Ucp1",0,0,0,0.051784
"30793","Ucp2",106.0085,77.6781,80.61755,31.67865
"30794","Ucp3",10.51725,10.105305,12.39509,8.22693
"30795","Uevld",4.60563,5.21551,4.01196,3.176235
"30796","Ufc1",29.65005,34.1747,33.8671,27.6358
"30797","Ufd1l",29.2815,29.85925,25.7377,21.1683
"30798","Ufm1",10.5570675,11.2076775,10.3904375,8.2367625
"30799","Ufsp1",2.57823,3.28355,3.25039,4.3849
"30800","Ufsp2",17.72045,18.564,15.0213,10.086475
"30801","Ugcg",19.5027,17.78415,15.68045,6.63847
"30802","Ugdh",12.7994,12.1275,11.927,11.479795
"30803","Uggt1",14.2983,12.80785,11.08405,9.55138
"30804","Uggt2",5.013535,4.238025,6.362705,4.30152
"30805","Ugp2",93.58385,134.4055,119.181,139.444
"30806","Ugt2a1",0,0,0,0
"30807","Ugt2a3",0,0,0,0
"30808","Ugt2b1",0,0,0,0
"30809","Ugt2b34",0,0,0,0
"30810","Ugt2b35",0,0,0,0
"30811","Ugt2b36",0,0,0,0
"30812","Ugt2b37",0,0,0,0
"30813","Ugt2b38",0,0,0,0
"30814","Ugt2b5",0,0,0,0
"30815","Ugt3a1",1.921245,0.744774,0.8795055,0.1636105
"30816","Ugt3a2",0,0,0,0
"30817","Ugt8a",0,0,0,0
